candidate,alpha,target_mode,blend_weight,min_delta,min_prior_rank,active_cells,macro_auc,macro_gain,micro_auc,top1_hit,top5_hit,fold_macro_mean,fold_macro_std,fold_macro_min,fold_std_delta,weak_followup_mean_auc,weak_followup_gain,corr_vs_anchor,corr_vs_v377_oracle,decision
alpha0.1_value_bw0.7_d0.005_pr0,0.10000000,value,0.70000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0.005_pr0.25,0.10000000,value,0.70000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0.005_pr0.5,0.10000000,value,0.70000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0.01_pr0,0.10000000,value,0.70000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0.01_pr0.25,0.10000000,value,0.70000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0.01_pr0.5,0.10000000,value,0.70000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0.02_pr0,0.10000000,value,0.70000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0.02_pr0.25,0.10000000,value,0.70000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0.02_pr0.5,0.10000000,value,0.70000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0_pr0,0.10000000,value,1.00000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0_pr0.25,0.10000000,value,1.00000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0_pr0.5,0.10000000,value,1.00000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0.005_pr0,0.10000000,value,1.00000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0.005_pr0.25,0.10000000,value,1.00000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0.005_pr0.5,0.10000000,value,1.00000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0.01_pr0,0.10000000,value,1.00000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0.01_pr0.25,0.10000000,value,1.00000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0.01_pr0.5,0.10000000,value,1.00000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0.02_pr0,0.10000000,value,1.00000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0.02_pr0.25,0.10000000,value,1.00000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw1_d0.02_pr0.5,0.10000000,value,1.00000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0_pr0,1.00000000,value,0.30000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0_pr0.25,1.00000000,value,0.30000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0_pr0.5,1.00000000,value,0.30000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0.005_pr0,1.00000000,value,0.30000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0.005_pr0.25,1.00000000,value,0.30000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0.005_pr0.5,1.00000000,value,0.30000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0.01_pr0,1.00000000,value,0.30000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0.01_pr0.25,1.00000000,value,0.30000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0.01_pr0.5,1.00000000,value,0.30000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0.02_pr0,1.00000000,value,0.30000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0.02_pr0.25,1.00000000,value,0.30000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.3_d0.02_pr0.5,1.00000000,value,0.30000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0_pr0,1.00000000,value,0.50000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0_pr0.25,1.00000000,value,0.50000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0_pr0.5,1.00000000,value,0.50000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0.005_pr0,1.00000000,value,0.50000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0.005_pr0.25,1.00000000,value,0.50000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0.005_pr0.5,1.00000000,value,0.50000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0.01_pr0,1.00000000,value,0.50000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0.01_pr0.25,1.00000000,value,0.50000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0.01_pr0.5,1.00000000,value,0.50000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0.02_pr0,1.00000000,value,0.50000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0.02_pr0.25,1.00000000,value,0.50000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.5_d0.02_pr0.5,1.00000000,value,0.50000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0_pr0,1.00000000,value,0.70000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0_pr0.25,1.00000000,value,0.70000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0_pr0.5,1.00000000,value,0.70000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0.005_pr0,1.00000000,value,0.70000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0.005_pr0.25,1.00000000,value,0.70000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0.005_pr0.5,1.00000000,value,0.70000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0.01_pr0,1.00000000,value,0.70000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0.01_pr0.25,1.00000000,value,0.70000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0.01_pr0.5,1.00000000,value,0.70000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0.02_pr0,1.00000000,value,0.70000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0.02_pr0.25,1.00000000,value,0.70000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw0.7_d0.02_pr0.5,1.00000000,value,0.70000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0_pr0,1.00000000,value,1.00000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0_pr0.25,1.00000000,value,1.00000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0_pr0.5,1.00000000,value,1.00000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0.005_pr0,1.00000000,value,1.00000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0.005_pr0.25,1.00000000,value,1.00000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0.005_pr0.5,1.00000000,value,1.00000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0.01_pr0,1.00000000,value,1.00000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0.01_pr0.25,1.00000000,value,1.00000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0.01_pr0.5,1.00000000,value,1.00000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0.02_pr0,1.00000000,value,1.00000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0.02_pr0.25,1.00000000,value,1.00000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha1_value_bw1_d0.02_pr0.5,1.00000000,value,1.00000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0_pr0,10.00000000,value,0.30000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0_pr0.25,10.00000000,value,0.30000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0_pr0.5,10.00000000,value,0.30000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0.005_pr0,10.00000000,value,0.30000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0.005_pr0.25,10.00000000,value,0.30000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0.005_pr0.5,10.00000000,value,0.30000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0.01_pr0,10.00000000,value,0.30000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0.01_pr0.25,10.00000000,value,0.30000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0.01_pr0.5,10.00000000,value,0.30000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0.02_pr0,10.00000000,value,0.30000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0.02_pr0.25,10.00000000,value,0.30000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.3_d0.02_pr0.5,10.00000000,value,0.30000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0_pr0,10.00000000,value,0.50000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0_pr0.25,10.00000000,value,0.50000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0_pr0.5,10.00000000,value,0.50000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0.005_pr0,10.00000000,value,0.50000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0.005_pr0.25,10.00000000,value,0.50000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0.005_pr0.5,10.00000000,value,0.50000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0.01_pr0,10.00000000,value,0.50000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0.01_pr0.25,10.00000000,value,0.50000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0.01_pr0.5,10.00000000,value,0.50000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0.02_pr0,10.00000000,value,0.50000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0.02_pr0.25,10.00000000,value,0.50000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.5_d0.02_pr0.5,10.00000000,value,0.50000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha10_value_bw0.7_d0_pr0,10.00000000,value,0.70000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
