name,kind,weights,macro_auc,micro_auc,top1_hit,top5_hit,scored_classes,min,max,mean,std
v110_logit_v116_0.03,logit_pair,v110:0.97;v116:0.03,0.9801657831793178,0.915937863124119,0.2054794520547945,0.4931506849315068,22,0.011441001350161135,0.999443383963587,0.5212663062445222,0.24164616600001498
v114_prob_v113_0.08_v119_0.05,prob_three,v114:0.87;v113:0.08;v119:0.05,0.9801302381475423,0.9183230697344436,0.1917808219178082,0.4794520547945205,22,0.01673037035,0.999456051,0.5210741230750606,0.23905661655639446
v114_prob_v113_0.10_v119_0.05,prob_three,v114:0.85;v113:0.10;v119:0.05,0.9801302381475423,0.9183842819831987,0.1917808219178082,0.4794520547945205,22,0.01673037035,0.9994556269999999,0.5210722445794587,0.23903353719218054
v114_prob_v113_0.15_v119_0.05,prob_three,v114:0.80;v113:0.15;v119:0.05,0.9801302381475423,0.9185371975444684,0.1917808219178082,0.4794520547945205,22,0.01673037035,0.9994545669999999,0.521067548340454,0.23898706836570544
v110_logit_v117_0.05,logit_pair,v110:0.95;v117:0.05,0.9800930157565119,0.9142427901003225,0.1917808219178082,0.4520547945205479,22,0.011640718647155643,0.9994247759132342,0.5213845512040229,0.2412578146119095
v114_prob_v116_0.05,prob_pair,v114:0.95;v116:0.05,0.9800929735796398,0.9161002136560615,0.1917808219178082,0.4520547945205479,22,0.0119168994,0.9993581899999999,0.5210984165126157,0.23961111272052085
v110_prob_v119_0.05,prob_pair,v110:0.95;v119:0.05,0.9800791747655169,0.9172068666796072,0.1780821917808219,0.4794520547945205,22,0.01673037035,0.999461262,0.5210973701460773,0.23955463428668006
v110_prob_v116_0.05,prob_pair,v110:0.95;v116:0.05,0.9800039998177521,0.915276724813317,0.1917808219178082,0.4520547945205479,22,0.0119168994,0.999361705,0.5211141496012252,0.23999704767050417
v114_prob_v117_0.08,prob_pair,v114:0.92;v117:0.08,0.9800030057280918,0.9096485346857712,0.1232876712328767,0.410958904109589,22,0.01237202928,0.999291896,0.5210891676883932,0.23845775818035247
v114_logit_v116_0.02,logit_pair,v114:0.98;v116:0.02,0.9799387597791952,0.9164601232690425,0.2191780821917808,0.4931506849315068,22,0.011341282724283286,0.9994486211478566,0.521203075251402,0.24145574450788282
